상호명,업종,분류,행정동명,지번주소,경도,위도
장모님양념통닭,기타 간이,치킨,팔용동,경상남도 창원시 의창구 팔용동 122,128.617966,35.25322678
대박밀면&손칼국수,한식,국수/칼국수,성호동,경상남도 창원시 마산합포구 성호동 47-1,128.5717782,35.2108618
옛날통닭,기타 간이,치킨,자산동,경상남도 창원시 마산합포구 자산동 300-10,128.5667017,35.20264666
청담,한식,돼지고기 구이/찜,산호동,경상남도 창원시 마산합포구 산호동 18-1,128.58397,35.21703243
황금바다,한식,백반/한정식,진동면,경상남도 창원시 마산합포구 진동면 진동리 437-2,128.4857202,35.11808355
55식당,한식,백반/한정식,산호동,경상남도 창원시 마산합포구 산호동 202-11,128.5876297,35.21882657
낭만짚불구이,한식,돼지고기 구이/찜,상남동,경상남도 창원시 성산구 상남동 21-6,128.6846906,35.22040785
유니Food,한식,백반/한정식,합성동,경상남도 창원시 마산회원구 합성동 86-32,128.5822084,35.23952228
31CM해물칼국수창원상남점,한식,국수/칼국수,상남동,경상남도 창원시 성산구 상남동 33,128.6817416,35.2197935
굿성비키친,기타 간이,치킨,해운동,경상남도 창원시 마산합포구 해운동 58-2,128.5631468,35.18403982
국수나무,한식,국수/칼국수,안골동,경상남도 창원시 진해구 안골동 356-12,128.8067091,35.10052543
BHC진동,기타 간이,치킨,진동면,경상남도 창원시 마산합포구 진동면 진동리 621-9,128.4854825,35.11685855
그곳에가면주남,구내식당·뷔페,뷔페,동읍,경상남도 창원시 의창구 동읍 죽동리 525-43,128.6744035,35.33114021
일미국밥,한식,국/탕/찌개류,송학동,경상남도 창원시 진해구 송학동 47-7,128.6652638,35.15096261
815족발,한식,족발/보쌈,합성동,경상남도 창원시 마산회원구 합성동 327-9,128.5877901,35.23954038
북면그숲,서양식,경양식,북면,경상남도 창원시 의창구 북면 지개리 671,128.615201,35.27850741
반달집체인본부점,한식,돼지고기 구이/찜,용호동,경상남도 창원시 성산구 용호동 73-2,128.6809408,35.23045271
신케지메199,한식,횟집,팔용동,경상남도 창원시 의창구 팔용동 90-14,128.6129517,35.25425284
요리하나,한식,백반/한정식,반림동,경상남도 창원시 성산구 반림동 17-9,128.6713144,35.23545523
창원대방점BHC,기타 간이,치킨,대방동,경상남도 창원시 성산구 대방동 355,128.7062602,35.21485744
나눔식당,한식,백반/한정식,서상동,경상남도 창원시 의창구 서상동 390-2,128.6194661,35.26406309
동네푸드,서양식,경양식,사림동,경상남도 창원시 의창구 사림동 24-7,128.6876503,35.24051059
김할머니의령소바,일식,일식 면 요리,내서읍,경상남도 창원시 마산회원구 내서읍 호계리 363-9,128.5211833,35.2564316
신대억장어구이,한식,해산물 구이/찜,양덕동,경상남도 창원시 마산회원구 양덕동 104-39,128.5849957,35.23291047
호식이두마리치킨,기타 간이,치킨,용원동,경상남도 창원시 진해구 용원동 1202-9,128.8116092,35.10246685
적석산식당,한식,백반/한정식,진전면,경상남도 창원시 마산합포구 진전면 일암리 749,128.3725902,35.12121543
처갓집양념치킨,기타 간이,치킨,신월동,경상남도 창원시 성산구 신월동 12-96,128.693111,35.23147435
OK식당,한식,백반/한정식,회원동,경상남도 창원시 마산회원구 회원동 673-30,128.5633852,35.21697672
매운코다리,한식,해산물 구이/찜,상남동,경상남도 창원시 성산구 상남동 16,128.6833987,35.22222699
용정관,중식,중국집,교방동,경상남도 창원시 마산합포구 교방동 370-19,128.5642314,35.21387189
백미무한정갈비,한식,돼지고기 구이/찜,합성동,경상남도 창원시 마산회원구 합성동 126-3,128.5830407,35.23760727
다래성,한식,국수/칼국수,교방동,경상남도 창원시 마산합포구 교방동 361-7,128.5642385,35.21489948
닭이랑오리랑,한식,닭/오리고기 구이/찜,부흥동,경상남도 창원시 진해구 부흥동 1-11,128.6625404,35.14671379
현동술집,한식,백반/한정식,현동,경상남도 창원시 마산합포구 현동 711,128.5581825,35.14687885
파도횟집,한식,횟집,사파동,경상남도 창원시 성산구 사파동 140,128.6937334,35.22198793
폭풍장어.파인앤코,한식,해산물 구이/찜,상남동,경상남도 창원시 성산구 상남동 36-1,128.6836731,35.2195843
장터한우곱창,한식,백반/한정식,상남동,경상남도 창원시 성산구 상남동 16,128.6833987,35.22222699
해물너찜했어,한식,횟집,신월동,경상남도 창원시 성산구 신월동 32-24,128.6924924,35.2284852
봉대박스파게티,서양식,파스타/스테이크,내서읍,경상남도 창원시 마산회원구 내서읍 삼계리 22-7,128.5035806,35.23375429
엠엠푸드,기타 간이,그 외 기타 간이 음식점,남양동,경상남도 창원시 성산구 남양동 26-1,128.7040435,35.20873173
엄지척숯불식육식당,한식,돼지고기 구이/찜,산호동,경상남도 창원시 마산합포구 산호동 24-15,128.5838317,35.22072891
신전떡볶이,기타 간이,김밥/만두/분식,내서읍,경상남도 창원시 마산회원구 내서읍 삼계리 24-3,128.5038894,35.23394231
생고기김치찌개,한식,소고기 구이/찜,용원동,경상남도 창원시 진해구 용원동 1343-11,128.8146596,35.08714023
까사미아,한식,백반/한정식,상남동,경상남도 창원시 성산구 상남동 15-4,128.6821696,35.22237815
엄마식당,한식,백반/한정식,송학동,경상남도 창원시 진해구 송학동 7-2,128.6585742,35.15163015
갈비가참맛있다,한식,돼지고기 구이/찜,봉림동,경상남도 창원시 의창구 봉림동 702-4,128.6709295,35.25142136
홍초불닭,기타 간이,치킨,화천동,경상남도 창원시 진해구 화천동 36-5,128.6620087,35.1515303
입큰아구찜&알곤이찜내서,한식,해산물 구이/찜,내서읍,경상남도 창원시 마산회원구 내서읍 중리 981,128.5107092,35.25101366
비스트로잔술,서양식,경양식,용호동,경상남도 창원시 성산구 용호동 73-46,128.6800676,35.22849254
진북해물칼국수,한식,국수/칼국수,진북면,경상남도 창원시 마산합포구 진북면 지산리 47,128.4759258,35.11476904
이모분식,기타 간이,김밥/만두/분식,회원동,경상남도 창원시 마산회원구 회원동 30-17,128.5717111,35.22166113
두야미누푸드,한식,횟집,내서읍,경상남도 창원시 마산회원구 내서읍 중리 1046-9,128.5085463,35.24779569
은화수식당,한식,돼지고기 구이/찜,상남동,경상남도 창원시 성산구 상남동 5-2,128.6846778,35.22411273
일품양평해장국도청점,한식,국/탕/찌개류,사림동,경상남도 창원시 의창구 사림동 161-1,128.6970667,35.23668883
토부가,한식,백반/한정식,내서읍,경상남도 창원시 마산회원구 내서읍 삼계리 25-2,128.5040926,35.23304004
다담도시락,한식,백반/한정식,수송동,경상남도 창원시 진해구 수송동 13-29,128.6567451,35.1520998
요녀석파스타&필라프성산구점,기타 간이,그 외 기타 간이 음식점,중앙동,경상남도 창원시 성산구 중앙동 97-2,128.6777526,35.22224972
휴미락,서양식,경양식,용호동,경상남도 창원시 성산구 용호동 73-15,128.6802291,35.22942009
노랑통닭대방점,기타 간이,치킨,대방동,경상남도 창원시 성산구 대방동 365-5,128.7079444,35.20768137
옛날시골통닭,기타 간이,치킨,마천동,경상남도 창원시 진해구 마천동 95-10,128.7844021,35.12485697
온천해물찜,한식,해산물 구이/찜,소답동,경상남도 창원시 의창구 소답동 112-11,128.6250701,35.26247483
후라이드참잘하는집,기타 간이,치킨,도계동,경상남도 창원시 의창구 도계동 397-5,128.6390547,35.25749811
오우~야짬뽕!,중식,중국집,팔용동,경상남도 창원시 의창구 팔용동 123-1,128.6178275,35.25379537
후지키함바그109,기타 간이,김밥/만두/분식,가포동,경상남도 창원시 마산합포구 가포동 606-6,128.5750967,35.17368037
디에이치푸드,기타 간이,치킨,도계동,경상남도 창원시 의창구 도계동 351-3,128.6373119,35.2580842
오가리수제비칼국수,한식,국수/칼국수,중앙동3가,경상남도 창원시 마산합포구 중앙동3가 4-274,128.5676171,35.20004628
그린회센타,한식,횟집,소답동,경상남도 창원시 의창구 소답동 133-5,128.6268119,35.26459315
블틔양식당,서양식,경양식,사림동,경상남도 창원시 의창구 사림동 4-7,128.6892034,35.23837443
1971연탄구이,한식,돼지고기 구이/찜,월영동,경상남도 창원시 마산합포구 월영동 614-180,128.5608482,35.17709147
목촌돼지국밥,한식,백반/한정식,남양동,경상남도 창원시 진해구 남양동 410,128.7815624,35.11702393
원아구찜,한식,해산물 구이/찜,자은동,경상남도 창원시 진해구 자은동 136-3,128.7143139,35.15491105
홈인팜스,한식,돼지고기 구이/찜,내서읍,경상남도 창원시 마산회원구 내서읍 중리 1042-5,128.5096514,35.24880063
장충동B&F왕족발보쌈,한식,백반/한정식,경화동,경상남도 창원시 진해구 경화동 1156-61,128.6777167,35.15444521
아구별미집,한식,백반/한정식,봉곡동,경상남도 창원시 의창구 봉곡동 32-10,128.6508416,35.24450004
송하,한식,국수/칼국수,교방동,경상남도 창원시 마산합포구 교방동 358-1,128.5632158,35.21631046
청기와꽃게장,한식,횟집,신월동,경상남도 창원시 성산구 신월동 40-4,128.6892916,35.23062179
자모정고깃집,한식,돼지고기 구이/찜,진동면,경상남도 창원시 마산합포구 진동면 진동리 356,128.4876441,35.1132351
대고구려국밥,한식,국/탕/찌개류,북면,경상남도 창원시 의창구 북면 외감리 262-5,128.6036361,35.29765749
어향생선구이,한식,해산물 구이/찜,화천동,경상남도 창원시 진해구 화천동 43-6,128.6628126,35.15185944
먹을촌,한식,백반/한정식,회원동,경상남도 창원시 마산회원구 회원동 415,128.5717252,35.21739735
양마니명동찌개마을,한식,국/탕/찌개류,풍호동,경상남도 창원시 진해구 풍호동 737-7,128.7035573,35.14084869
서울마님죽,한식,백반/한정식,화천동,경상남도 창원시 진해구 화천동 59-6,128.6652571,35.15149448
짜미르,기타 간이,치킨,사파동,경상남도 창원시 성산구 사파동 137-1,128.6944678,35.22309246
이춘식명가돌곱창,한식,곱창 전골/구이,자은동,경상남도 창원시 진해구 자은동 136-1,128.7140866,35.15528197
공공에프앤비,한식,백반/한정식,용호동,경상남도 창원시 성산구 용호동 63,128.6848434,35.2333693
한성관,중식,중국집,대산면,경상남도 창원시 의창구 대산면 모산리 101-18,128.7115085,35.35913214
하얀농장,한식,백반/한정식,신월동,경상남도 창원시 성산구 신월동 49-2,128.6876618,35.22885528
놀러와플내서점,한식,백반/한정식,내서읍,경상남도 창원시 마산회원구 내서읍 삼계리 27,128.5040892,35.23249019
올통숯불직화구이,한식,돼지고기 구이/찜,소계동,경상남도 창원시 의창구 소계동 724-11,128.5988091,35.25731634
서민이모집,한식,백반/한정식,오동동,경상남도 창원시 마산합포구 오동동 17-9,128.5813994,35.20620972
번개회센터,한식,횟집,상남동,경상남도 창원시 성산구 상남동 73-5,128.6793501,35.22017653
닥앤돈스,기타 간이,치킨,상남동,경상남도 창원시 성산구 상남동 16,128.6833987,35.22222699
소문난칼국수,한식,국수/칼국수,중앙동,경상남도 창원시 성산구 중앙동 96-1,128.6789506,35.2236402
금성한우한돈,한식,소고기 구이/찜,용원동,경상남도 창원시 진해구 용원동 1224-6,128.816258,35.10007391
야키토리오키,일식,기타 일식 음식점,봉곡동,경상남도 창원시 의창구 봉곡동 33-10,128.6505197,35.24409614
합포횟집,한식,횟집,창포동2가,경상남도 창원시 마산합포구 창포동2가 7-5,128.5626623,35.18383474
하라식당,한식,백반/한정식,해운동,경상남도 창원시 마산합포구 해운동 5-74,128.5591528,35.17961429
봉곡뒷고기,한식,돼지고기 구이/찜,봉곡동,경상남도 창원시 의창구 봉곡동 144-2,128.6714437,35.24714582
쌈싸먹는뿔난쭈꾸미,한식,해산물 구이/찜,자은동,경상남도 창원시 진해구 자은동 880-30,128.7031546,35.14762072
신전떡볶이,기타 간이,김밥/만두/분식,용호동,경상남도 창원시 성산구 용호동 73-48,128.6802333,35.22860879
장모님치킨성주점,기타 간이,치킨,안민동,경상남도 창원시 성산구 안민동 70,128.6922293,35.18713881
장어나라,한식,해산물 구이/찜,제황산동,경상남도 창원시 진해구 제황산동 24-16,128.6722439,35.14426255
마왕족발,한식,족발/보쌈,소답동,경상남도 창원시 의창구 소답동 135-1,128.6268929,35.26370033
장강,중식,중국집,여좌동,경상남도 창원시 진해구 여좌동 760-39,128.658883,35.15316991
정통손짜장,중식,중국집,성주동,경상남도 창원시 성산구 성주동 82-1,128.706829,35.18669392
처갓집양념치킨진해신항점,기타 간이,치킨,용원동,경상남도 창원시 진해구 용원동 1343-11,128.8146596,35.08714023
소뿔웅동,한식,돼지고기 구이/찜,마천동,경상남도 창원시 진해구 마천동 109,128.7844377,35.12513618
명품달인김밥,기타 간이,그 외 기타 간이 음식점,용원동,경상남도 창원시 진해구 용원동 1205-4,128.8103846,35.10285363
정담은김치찌개,한식,백반/한정식,사림동,경상남도 창원시 의창구 사림동 162-5,128.6982244,35.23844892
